"internalid","trandate","itemunit","trackingnumber","item_internalid","item_shipquantity","shiptype"
"TOJP202509240017","20250926","12","450306871092","A8552N72","9","ç≤êÏ"
"TOJP202509240017","20250926","12","450306871092","A8552NQ2","6","ç≤êÏ"
"TOJP202509240017","20250926","12","450306871092","A8552N12","35","ç≤êÏ"
"TOJP202509240017","20250926","12","450306871092","A8553N32","19","ç≤êÏ"
"TOJP202509240017","20250926","12","450306871092","A8553N72","11","ç≤êÏ"
"TOJP202509240017","20250926","12","450306871092","A8553NV2","17","ç≤êÏ"
"TOJP202509240017","20250926","12","450306871092","A8553N12","31","ç≤êÏ"
"TOJP202509240017","20250926","12","450306871092","A8553N22","12","ç≤êÏ"
"TOJP202509240014","20250926","18","450306871081","B2668N71","18","ç≤êÏ"
"TOJP202509240014","20250926","18","450306871081","A2738NA2","7","ç≤êÏ"
"TOJP202509240014","20250926","18","450306871081","A3947N61","3","ç≤êÏ"
"TOJP202509240014","20250926","18","450306871081","A3040011","8","ç≤êÏ"
"TOJP202509240014","20250926","18","450306871081","A3035011","10","ç≤êÏ"
"TOJP202509240014","20250926","18","450306871081","A3035021","4","ç≤êÏ"
"TOJP202509240014","20250926","18","450306871081","A3062N11","4","ç≤êÏ"
"TOJP202509240014","20250926","18","450306871081","A3955N11","3","ç≤êÏ"
"TOJP202509240014","20250926","18","450306871081","A3955N21","8","ç≤êÏ"
"TOJP202509240014","20250926","18","450306871081","A3955N31","5","ç≤êÏ"
"TOJP202509240014","20250926","18","450306871081","A3959N11","13","ç≤êÏ"
"TOJP202509240014","20250926","18","450306871081","A3959N61","2","ç≤êÏ"
"TOJP202509240014","20250926","18","450306871081","A3968Z21","3","ç≤êÏ"
"TOJP202509240014","20250926","18","450306871081","A3994N21","6","ç≤êÏ"
"TOJP202509240014","20250926","18","450306871081","A3994N31","2","ç≤êÏ"
"TOJP202509240014","20250926","18","450306871081","A3954N11","13","ç≤êÏ"
"TOJP202509240014","20250926","18","450306871081","A3331NB1","3","ç≤êÏ"
"TOJP202509240014","20250926","18","450306871081","A83D1NA1","3","ç≤êÏ"
"TOJP202509240014","20250926","18","450306871081","A70A1NA1","13","ç≤êÏ"
"TOJP202509240014","20250926","18","450306871081","D0711111","3","ç≤êÏ"
"TOJP202509240014","20250926","18","450306871081","D2325512","2","ç≤êÏ"
"TOJP202509240014","20250926","18","450306871081","T87B0N11","13","ç≤êÏ"
"TOJP202509240014","20250926","18","450306871081","T87B0N11","12","ç≤êÏ"
"TOJP202509240014","20250926","18","450306871081","T8030500","2","ç≤êÏ"
"TOJP202509240014","20250926","18","450306871081","A31170A1","2","ç≤êÏ"
"TOJP202509240014","20250926","18","450306871081","A31X1031","2","ç≤êÏ"
"TOJP202509240014","20250926","18","450306871081","A25A0N11","16","ç≤êÏ"
"TOJP202509240014","20250926","18","450306871081","A25A00V1","4","ç≤êÏ"
"TOJP202509240014","20250926","18","450306871081","B2557N11","5","ç≤êÏ"
"TOJP202509240014","20250926","18","450306871081","B2557N21","7","ç≤êÏ"
"TOJP202509240014","20250926","18","450306871081","B25M1N21","8","ç≤êÏ"
"TOJP202509240014","20250926","18","450306871081","B25M3N11","3","ç≤êÏ"
"TOJP202509240014","20250926","18","450306871081","A25X1N21","20","ç≤êÏ"
"TOJP202509240014","20250926","18","450306871081","B25M8N11","22","ç≤êÏ"
"TOJP202509240014","20250926","18","450306871081","B2557N11-72","19","ç≤êÏ"
"TOJP202509240014","20250926","18","450306871081","A84B1N11","10","ç≤êÏ"
"TOJP202509240014","20250926","18","450306871081","A84B1N11","15","ç≤êÏ"
"TOJP202509240014","20250926","18","450306871081","A84B1N71","4","ç≤êÏ"
"TOJP202509240014","20250926","18","450306871081","A3388N51","6","ç≤êÏ"
"TOJP202509240014","20250926","18","450306871081","A1695N11","10","ç≤êÏ"
"TOJP202509240014","20250926","18","450306871081","A3957N11","20","ç≤êÏ"
"TOJP202509240014","20250926","18","450306871081","A3957N21","3","ç≤êÏ"
"TOJP202509240014","20250926","18","450306871081","A25M2N11","7","ç≤êÏ"
"TOJP202509240014","20250926","18","450306871081","A2698N21","9","ç≤êÏ"
"TOJP202509240014","20250926","18","450306871081","A2698N31","15","ç≤êÏ"
"TOJP202509240014","20250926","18","450306871081","A2698N11","17","ç≤êÏ"
"TOJP202509240014","20250926","18","450306871081","A2698N51","6","ç≤êÏ"
"TOJP202509240014","20250926","18","450306871081","A85A1N12","7","ç≤êÏ"
"TOJP202509240014","20250926","18","450306871081","A2155N21","5","ç≤êÏ"
"TOJP202509240014","20250926","18","450306871081","A8060112","16","ç≤êÏ"
"TOJP202509240014","20250926","18","450306871081","A1695N41","16","ç≤êÏ"
"TOJP202509240014","20250926","18","450306871081","A121AN11","11","ç≤êÏ"
"TOJP202509240014","20250926","18","450306871081","A121AN21","4","ç≤êÏ"
"TOJP202509240014","20250926","18","450306871081","A8052011","6","ç≤êÏ"
"TOJP202509240014","20250926","18","450306871081","A8052011","17","ç≤êÏ"
"TOJP202509240014","20250926","18","450306871081","A91C8N11","2","ç≤êÏ"
"TOJP202509240014","20250926","18","450306871081","A1638N11","3","ç≤êÏ"
"TOJP202509240004","20250926","1","450306871066","A17635Z1","1","ç≤êÏ"
"TOJP202509240018","20250926","14","450306871103","A8662061","2","ç≤êÏ"
"TOJP202509240018","20250926","14","450306871103","A8730011","4","ç≤êÏ"
"TOJP202509240018","20250926","14","450306871103","A81E3011","10","ç≤êÏ"
"TOJP202509240018","20250926","14","450306871103","A8895011","8","ç≤êÏ"
"TOJP202509240018","20250926","14","450306871103","A8895021","2","ç≤êÏ"
"TOJP202509240018","20250926","14","450306871103","A88E2N11","20","ç≤êÏ"
"TOJP202509240018","20250926","14","450306871103","A88E2N12","18","ç≤êÏ"
"TOJP202509240018","20250926","14","450306871103","A2331N21","4","ç≤êÏ"
"TOJP202509240018","20250926","14","450306871103","A2637N16","3","ç≤êÏ"
"TOJP202509240018","20250926","14","450306871103","A2637N26","5","ç≤êÏ"
"TOJP202509240018","20250926","14","450306871103","A2688N41","11","ç≤êÏ"
"TOJP202509240018","20250926","14","450306871103","B2668N71","7","ç≤êÏ"
"TOJP202509240018","20250926","14","450306871103","A2738NA2","4","ç≤êÏ"
"TOJP202509240018","20250926","14","450306871103","A3947N31","6","ç≤êÏ"
"TOJP202509240018","20250926","14","450306871103","A3947N51","2","ç≤êÏ"
"TOJP202509240018","20250926","14","450306871103","A3040011","15","ç≤êÏ"
"TOJP202509240018","20250926","14","450306871103","A3035011","15","ç≤êÏ"
"TOJP202509240018","20250926","14","450306871103","A3035021","16","ç≤êÏ"
"TOJP202509240018","20250926","14","450306871103","A3012Z11","2","ç≤êÏ"
"TOJP202509240018","20250926","14","450306871103","A3955N11","6","ç≤êÏ"
"TOJP202509240018","20250926","14","450306871103","A3955N21","4","ç≤êÏ"
"TOJP202509240018","20250926","14","450306871103","A3955NQ1","5","ç≤êÏ"
"TOJP202509240018","20250926","14","450306871103","A3959N11","6","ç≤êÏ"
"TOJP202509240018","20250926","14","450306871103","A3968Z21","2","ç≤êÏ"
"TOJP202509240018","20250926","14","450306871103","A3874N81","2","ç≤êÏ"
"TOJP202509240018","20250926","14","450306871103","A70A1NA1","9","ç≤êÏ"
"TOJP202509240018","20250926","14","450306871103","D0719111","10","ç≤êÏ"
"TOJP202509240018","20250926","14","450306871103","T8416521","2","ç≤êÏ"
"TOJP202509240018","20250926","14","450306871103","T8W11521","8","ç≤êÏ"
"TOJP202509240018","20250926","14","450306871103","A3117091","2","ç≤êÏ"
"TOJP202509240018","20250926","14","450306871103","A31X1091","4","ç≤êÏ"
"TOJP202509240018","20250926","14","450306871103","A3301012","2","ç≤êÏ"
"TOJP202509240018","20250926","14","450306871103","A25A00V1","5","ç≤êÏ"
"TOJP202509240018","20250926","14","450306871103","B2557N21","10","ç≤êÏ"
"TOJP202509240018","20250926","14","450306871103","B25M1N11","2","ç≤êÏ"
"TOJP202509240018","20250926","14","450306871103","A25X1N21","3","ç≤êÏ"
"TOJP202509240018","20250926","14","450306871103","A25X1N21","3","ç≤êÏ"
"TOJP202509240018","20250926","14","450306871103","A25X1N11","4","ç≤êÏ"
"TOJP202509240018","20250926","14","450306871103","A84B1N11","22","ç≤êÏ"
"TOJP202509240018","20250926","14","450306871103","A3388N11","2","ç≤êÏ"
"TOJP202509240018","20250926","14","450306871103","A1695N11","10","ç≤êÏ"
"TOJP202509240018","20250926","14","450306871103","A3957N11","12","ç≤êÏ"
"TOJP202509240018","20250926","14","450306871103","A3957N21","5","ç≤êÏ"
"TOJP202509240018","20250926","14","450306871103","A3957NB1","5","ç≤êÏ"
"TOJP202509240018","20250926","14","450306871103","A25M2N11","13","ç≤êÏ"
"TOJP202509240018","20250926","14","450306871103","A2698N21","4","ç≤êÏ"
"TOJP202509240018","20250926","14","450306871103","A2698N11","4","ç≤êÏ"
"TOJP202509240018","20250926","14","450306871103","A84N1012","5","ç≤êÏ"
"TOJP202509240018","20250926","14","450306871103","A85G1N22","14","ç≤êÏ"
"TOJP202509240018","20250926","14","450306871103","A8060112","22","ç≤êÏ"
"TOJP202509240018","20250926","14","450306871103","A1695N41","14","ç≤êÏ"
"TOJP202509240018","20250926","14","450306871103","A121AN11","18","ç≤êÏ"
"TOJP202509240018","20250926","14","450306871103","A121AN21","4","ç≤êÏ"
"TOJP202509240018","20250926","14","450306871103","A8052011","32","ç≤êÏ"
"TOJP202509240018","20250926","14","450306871103","A1638N11","3","ç≤êÏ"
"TOJP202509240039-001","20250926","12","450306871173","A1217N11","10","ç≤êÏ"
"TOJP202509240039-001","20250926","12","450306871173","A1217N21","2","ç≤êÏ"
"TOJP202509240039-001","20250926","12","450306871173","A1645011","5","ç≤êÏ"
"TOJP202509240039-001","20250926","12","450306871173","A1645021","3","ç≤êÏ"
"TOJP202509240039-001","20250926","12","450306871173","A1645051","13","ç≤êÏ"
"TOJP202509240039-001","20250926","12","450306871173","A1645061","9","ç≤êÏ"
"TOJP202509240039-001","20250926","12","450306871173","A1653N61","10","ç≤êÏ"
"TOJP202509240039-001","20250926","12","450306871173","A1653NG1","16","ç≤êÏ"
"TOJP202509240039-001","20250926","12","450306871173","A1636N33","41","ç≤êÏ"
"TOJP202509240039-001","20250926","12","450306871173","A1636N53","8","ç≤êÏ"
"TOJP202509240039-001","20250926","12","450306871173","A1636NV3","7","ç≤êÏ"
"TOJP202509240039-001","20250926","12","450306871173","A1637N11","29","ç≤êÏ"
"TOJP202509240039-001","20250926","12","450306871173","A1637N51","6","ç≤êÏ"
"TOJP202509240039-001","20250926","12","450306871173","A1637N31","12","ç≤êÏ"
"TOJP202509240039-001","20250926","12","450306871173","A1637NV1","11","ç≤êÏ"
"TOJP202509240039-001","20250926","12","450306871173","A1383N21","2","ç≤êÏ"
"TOJP202509240039-001","20250926","12","450306871173","A1664N11","3","ç≤êÏ"
"TOJP202509240039-001","20250926","12","450306871173","A1664N11","30","ç≤êÏ"
"TOJP202509240039-001","20250926","12","450306871173","A80A1N31","3","ç≤êÏ"
"TOJP202509240039-001","20250926","12","450306871173","A80A1N31","9","ç≤êÏ"
"TOJP202509240039-001","20250926","12","450306871173","A80A1N61","5","ç≤êÏ"
"TOJP202509240039-001","20250926","12","450306871173","A8552NV2","6","ç≤êÏ"
"TOJP202509240039-001","20250926","12","450306871173","A8553N32","3","ç≤êÏ"
"TOJP202509240039-001","20250926","12","450306871173","A8553N62","9","ç≤êÏ"
"TOJP202509240039-001","20250926","12","450306871173","A8553NV2","7","ç≤êÏ"
"TOJP202509240039-001","20250926","12","450306871173","A8553N12","7","ç≤êÏ"
"TOJP202509240039-001","20250926","12","450306871173","A8553N22","7","ç≤êÏ"
"TOJP202509240039-001","20250926","12","450306871173","A86620V1","7","ç≤êÏ"
"TOJP202509240039-001","20250926","12","450306871173","A88E2N12","2","ç≤êÏ"
"TOJP202509240039-001","20250926","12","450306871173","A2331N21","13","ç≤êÏ"
"TOJP202509240039-001","20250926","12","450306871173","A2637N26","4","ç≤êÏ"
"TOJP202509240039-001","20250926","12","450306871173","A2637N56","8","ç≤êÏ"
"TOJP202509240039-001","20250926","12","450306871173","A2637NG6","8","ç≤êÏ"
"TOJP202509240039-001","20250926","12","450306871173","A2683N41","3","ç≤êÏ"
"TOJP202509240039-001","20250926","12","450306871173","A2688N41","5","ç≤êÏ"
"TOJP202509240039-001","20250926","12","450306871173","A2738NA2","2","ç≤êÏ"
"TOJP202509240039-001","20250926","12","450306871173","A3947N51","2","ç≤êÏ"
"TOJP202509240039-001","20250926","12","450306871173","A3947N61","2","ç≤êÏ"
"TOJP202509240039-001","20250926","12","450306871173","A3035011","6","ç≤êÏ"
"TOJP202509240039-001","20250926","12","450306871173","A3062N21","5","ç≤êÏ"
"TOJP202509240039-001","20250926","12","450306871173","A3955N11","15","ç≤êÏ"
"TOJP202509240039-001","20250926","12","450306871173","A3955N31","12","ç≤êÏ"
"TOJP202509240039-001","20250926","12","450306871173","A3955NQ1","3","ç≤êÏ"
"TOJP202509240039-001","20250926","12","450306871173","A8339N21","4","ç≤êÏ"
"TOJP202509240039-001","20250926","12","450306871173","A83D1N21","1","ç≤êÏ"
"TOJP202509240039-001","20250926","12","450306871173","A83D1N21","3","ç≤êÏ"
"TOJP202509240039-001","20250926","12","450306871173","A83D1NA1","5","ç≤êÏ"
"TOJP202509240039-001","20250926","12","450306871173","A70A1NA1","12","ç≤êÏ"
"TOJP202509240039-001","20250926","12","450306871173","T87B0N11","3","ç≤êÏ"
"TOJP202509240039-001","20250926","12","450306871173","A31170A1","2","ç≤êÏ"
"TOJP202509240039-001","20250926","12","450306871173","A2524014","6","ç≤êÏ"
"TOJP202509240039-001","20250926","12","450306871173","B2557N21","3","ç≤êÏ"
"TOJP202509240039-001","20250926","12","450306871173","A3388N11","7","ç≤êÏ"
"TOJP202509240039-001","20250926","12","450306871173","A3957N11","34","ç≤êÏ"
"TOJP202509240039-001","20250926","12","450306871173","A3957N21","13","ç≤êÏ"
"TOJP202509240039-001","20250926","12","450306871173","A25M2N11","5","ç≤êÏ"
"TOJP202509240039-001","20250926","12","450306871173","A2698N51","6","ç≤êÏ"
"TOJP202509240039-001","20250926","12","450306871173","A85G1N22","2","ç≤êÏ"
"TOJP202509240039-001","20250926","12","450306871173","A85A1N12","7","ç≤êÏ"
"TOJP202509240039-001","20250926","12","450306871173","A2155N21","4","ç≤êÏ"
"TOJP202509240039-001","20250926","12","450306871173","A8060112","4","ç≤êÏ"
"TOJP202509240039-001","20250926","12","450306871173","A121AN11","13","ç≤êÏ"
"TOJP202509240039-001","20250926","12","450306871173","A1638N11","2","ç≤êÏ"
"TOJP202509240043","20250926","4","450306871195","A1645061","2","ç≤êÏ"
"TOJP202509240043","20250926","4","450306871195","A1653N61","12","ç≤êÏ"
"TOJP202509240043","20250926","4","450306871195","A1636N33","3","ç≤êÏ"
"TOJP202509240043","20250926","4","450306871195","A1637N11","3","ç≤êÏ"
"TOJP202509240043","20250926","4","450306871195","A1637N21","7","ç≤êÏ"
"TOJP202509240043","20250926","4","450306871195","A1637N31","4","ç≤êÏ"
"TOJP202509240043","20250926","4","450306871195","A1637NV1","3","ç≤êÏ"
"TOJP202509240043","20250926","4","450306871195","A1383N21","2","ç≤êÏ"
"TOJP202509240043","20250926","4","450306871195","A8553N12","5","ç≤êÏ"
"TOJP202509240043","20250926","4","450306871195","A88E2N12","13","ç≤êÏ"
"TOJP202509240043","20250926","4","450306871195","A2331N21","9","ç≤êÏ"
"TOJP202509240043","20250926","4","450306871195","A2345541","4","ç≤êÏ"
"TOJP202509240043","20250926","4","450306871195","A3040011","1","ç≤êÏ"
"TOJP202509240043","20250926","4","450306871195","A3955N21","4","ç≤êÏ"
"TOJP202509240043","20250926","4","450306871195","A3959N21","2","ç≤êÏ"
"TOJP202509240043","20250926","4","450306871195","A3968Z11","2","ç≤êÏ"
"TOJP202509240043","20250926","4","450306871195","A3874N81","3","ç≤êÏ"
"TOJP202509240043","20250926","4","450306871195","T87B0N11","20","ç≤êÏ"
"TOJP202509240043","20250926","4","450306871195","A3117091","2","ç≤êÏ"
"TOJP202509240043","20250926","4","450306871195","A3119031","3","ç≤êÏ"
"TOJP202509240043","20250926","4","450306871195","A31X1091","2","ç≤êÏ"
"TOJP202509240043","20250926","4","450306871195","A25A0N11","2","ç≤êÏ"
"TOJP202509240043","20250926","4","450306871195","B25M3N21","4","ç≤êÏ"
"TOJP202509240043","20250926","4","450306871195","A25M7521","2","ç≤êÏ"
"TOJP202509240043","20250926","4","450306871195","B2557N11-72","6","ç≤êÏ"
"TOJP202509240043","20250926","4","450306871195","A84B1N11","2","ç≤êÏ"
"TOJP202509240043","20250926","4","450306871195","A3957N11","2","ç≤êÏ"
"TOJP202509240043","20250926","4","450306871195","A3957N31","5","ç≤êÏ"
"TOJP202509240043","20250926","4","450306871195","A25M2N11","4","ç≤êÏ"
