"recordtype","tranid","trandate","item_internalid","item_quantity","LOT","‘qŒÉID","•iŽ¿‹æ•ªID"
"Procure20250718","PPJP202506170146-001","20250725","A31X1091","48","0001JP20250702008366","1","1"
"Procure20250718","PPJP202506100194-001","20250722","A3955N31","1120","0001JP20250627006306","1","1"
"Procure20250718","PPJP202504080193-002","20250725","A2669N11","90","0001JP20250702008366","1","1"
"SO_IN","RMA52620250708473678","20250710","A2331N21","1","RTN202507","1","2"
"Procure20250718","PPJP202504010184-005","20250718","A3878N11","880","0001JP20250627006306","1","1"
"Procure20250718","PPJP202505190107-002","20250724","A1653NG1","279","0001JP20250702008366","1","1"
"Procure20250718","PPJP202505190107-002","20250724","A1653NG1","1","0001JP20250702008366","1","2"
"Procure20250718","PPJP202506190016","20250725","T89000D4","20","0001JP20250627006306","1","1"
"Procure20250718","PPJP202505130549","20250728","A3035031","448","0001JP20250627006306","1","1"
"Procure20250718","PPJP202505130549","20250728","A3035031","2","0001JP20250627006306","1","2"
"Procure20250718","PPJP202506030226-001","20250725","T8030500","10","0001JP20250702008366","1","1"
"Procure20250718","PPJP202501070220-004","20250718","A1772511","35","0001JP20250702008360","1","1"
"Procure20250718","PPJP202410150343-001","20250725","D0711111","40","0001JP20250627006306","1","1"
"Procure20250718","PPJP202504080085","20250722","A1634N11","19400","0001JP20250627006306","1","1"
"Procure20250718","PPJP202505130537","20250718","A81H6N11","480","0001JP20250702008366","1","1"
"Procure20250724","PPJP202504080215-002","20250731","T2351521","500","0001JP20250704010599","1","1"
"Procure20250724","PPJP202504080215-001","20250731","T2351521","500","0001JP20250704010598","1","1"
"Procure20250718","PPJP202505060292","20250717","A3957NB1","699","0001JP20250627006306","1","1"
"Procure20250718","PPJP202505060292","20250717","A3957NB1","1","0001JP20250627006306","1","2"
"Procure20250718","PPJP202505080013","20250723","A25M0N21","1391","0001JP20250702008366","1","1"
"Procure20250718","PPJP202505080013","20250723","A25M0N21","1","0001JP20250702008366","1","2"
"Procure20250714","PPJP202505130592","20250716","A1653N51","1199","0001JP20250707002139","1","1"
"Procure20250714","PPJP202505130592","20250716","A1653N51","1","0001JP20250707002139","1","2"
"Procure20250718","PPJP202505200219","20250718","A24360A1","36","0001JP20250627006306","1","1"
"Procure20250718","PPJP202505060259","20250722","A2688N41","1560","0001JP20250702008366","1","1"
"Procure20250714","PPJP202505060282","20250716","A1653N51","200","0001JP20250707002139","1","1"
"Procure20250718","PPJP202505270491","20250725","A8553N32","674","0001JP20250627006306","1","1"
"Procure20250718","PPJP202505270491","20250725","A8553N32","1","0001JP20250627006306","1","2"
"Procure20250718","PPJP202505060280","20250724","A1653NG1","720","0001JP20250702008366","1","1"
"Procure20250718","PPJP202505130570","20250722","A3955N31","80","0001JP20250627006306","1","1"
"Procure20250718","PPJP202505130522","20250725","A2331N21","5996","0001JP20250702008366","1","1"
"Procure20250718","PPJP202505130522","20250725","A2331N21","4","0001JP20250702008366","1","2"
"Procure20250718","PPJP202504270195","20250717","D2342511","23","0001JP20250627006306","1","1"
"Procure20250718","PPJP202506030185","20250728","A3035031","15","0001JP20250702008366","1","1"
"Procure20250718","PPJP202506030185","20250728","A3035031","105","0001JP20250702008366","1","3"
"Procure20250718","PPJP202504220133","20250725","A31050A6","16","0001JP20250627006306","1","1"
"Procure20250718","PPJP202505130534","20250722","A81B6N21","638","0001JP20250627006306","1","1"
"Procure20250718","PPJP202505130534","20250722","A81B6N21","2","0001JP20250627006306","1","2"
"Procure20250718","PPJP202505060395","20250724","T8W11521","408","0001JP20250627006306","1","1"
"Procure20250718","PPJP202505130598-001","20250722","A3028N34","120","0001JP20250627006306","1","1"
"Procure20250718","PPJP202505130569-002","20250725","A3955N21","1359","0001JP20250627006306","1","1"
"Procure20250718","PPJP202505130569-002","20250725","A3955N21","1","0001JP20250627006306","1","2"
"Procure20250718","PPJP202505130517","20250718","T87B0N11","600","0001JP20250627006306","1","1"
"Procure20250718","PPJP202504270235","20250718","T87B0N11","120","0001JP20250627006306","1","1"
"Procure20250718","PPJP202505190041","20250725","A1614061","180","0001JP20250627006306","1","1"
"SO_IN","RMA50001420250708473691","20250715","A1384N11","1","RTN202507","1","3"
"Procure20250718","PPJP202504220292","20250718","A1654N11","420","0001JP20250627006306","1","1"
"Procure20250718","PPJP202504080247","20250724","A2145N11","718","0001JP20250627006306","1","1"
"Procure20250718","PPJP202504080247","20250724","A2145N11","2","0001JP20250627006306","1","2"
"Procure20250718","PPJP202505190012","20250717","A3994N21","2998","0001JP20250627006306","1","1"
"Procure20250718","PPJP202505190012","20250717","A3994N21","2","0001JP20250627006306","1","2"
"SO_IN","RMA50001420250708473699","20250715","A17A35A1","1","RTN202507","1","2"
"SO_IN","RMA52620250708473700","20250710","A8634021","1","RTN202507","1","1"
"SO_IN","RMA52620250708473692","20250709","A1383N11","420","0001JP20250609002600","1","6"
"SO_IN","RMA52620250708473693","20250709","A1383N11","20","0001JP20250609002600","1","6"
"SO_IN","RMA50001420250708473696","20250709","A1383N11","200","0001JP20250609002600","1","6"
"SO_IN","RMA52620250708473694","20250709","A1383N11","173","0001JP20250609002600","1","6"
"SO_IN","RMA50001420250708473695","20250709","A1383N11","40","0001JP20250609002600","1","6"
"SO_IN","RMA50001420250708473698","20250709","A1383N11","120","0001JP20250609002600","1","6"
"SO_IN","RMA50001420250708473697","20250709","A1383N11","40","0001JP20250609002600","1","6"
"SO_IN","RMA50002120250708473725","20250715","B2529NF1","4","RTNN202507","1","2"
"MISC_ORDER_IN20250715","JPO-00000185","20250715","99018000389","3000","JU2025","1","7"
"MISC_ORDER_IN20250704","JPO-00000186","20250709","99018000136","100","JU2025","1","7"
"MISC_ORDER_IN20250704","JPO-00000187","20250709","99018000137","100","JU2025","1","7"
"SO_IN","RMA5514920250709474389","20250710","T2292511","6","RTN202507","1","2"
"Procure20250714","PPJP202504080108-003","20250718","A25X1N11","107","0001JP20250707002133","1","1"
"Procure20250714","PPJP202504080108-003","20250718","A25X1N11","1","0001JP20250707002133","1","2"
"Procure20250714","PPJP202504150587-002","20250718","A25X1N21","72","0001JP20250707002133","1","1"
"Procure20250714","PPJP202505190110","20250715","A3957N11","1996","0001JP20250707002133","1","1"
"Procure20250714","PPJP202505190110","20250715","A3957N11","4","0001JP20250707002133","1","2"
"Procure20250714","PPJP202505200036-001","20250718","A121AN11","2760","0001JP20250707002133","1","1"
"Procure20250714","PPJP202505200036-001","20250718","A121AN11","39","0001JP20250707002133","1","2"
"Procure20250714","PPJP202505200036-001","20250718","A121AN11","1","0001JP20250707002133","1","3"
"Procure20250714","PPJP202505200030-001","20250716","A121AN21","1662","0001JP20250707002133","1","1"
"Procure20250714","PPJP202505200030-001","20250716","A121AN21","18","0001JP20250707002133","1","2"
"Procure20250714","PPJP202504220232-001","20250718","A3871N11","100","0001JP20250707002133","1","1"
"Procure20250717","PPJP202506250006-004","20250717","A1641011","6415","0001JP20250708019243","1","1"
"Procure20250717","PPJP202506250006-004","20250717","A1641011","5","0001JP20250708019243","1","2"
"Procure20250716","PPJP202505130585","20250716","A1664N11","1196","0001JP20250708016960","1","1"
"Procure20250716","PPJP202505130585","20250716","A1664N11","4","0001JP20250708016960","1","2"
"Procure20250716","PPJP202504220137","20250716","B25M8N11","60","0001JP20250708016759","1","1"
"Procure20250716","PPJP202504150588","20250716","B25M8N11","72","0001JP20250708016759","1","1"
"SO_IN","RMA52620250709475234","20250715","A1653N51","1","RTN202507","1","2"
"Procure20250718","PPJP202504150603","20250718","A3388N11","300","0001JP20250702008366","1","1"
"Procure20250718","PPJP202504300018-002","20250718","A1782511","52","0001JP20250702008361","1","1"
"Procure20250718","PPJP202505200214-001","20250724","A1725511","1148","0001JP20250702006328","1","1"
"Procure20250718","PPJP202505200214-001","20250724","A1725511","768","0001JP20250702006328","1","1"
"Procure20250718","PPJP202505200214-001","20250724","A1725511","4","0001JP20250702006328","1","2"
"Procure20250725","PPJP202504080215-004","20250731","T2351521","500","0001JP20250707005852","1","1"
"Procure20250725","PPJP202504080215-003","20250731","T2351521","500","0001JP20250707004247","1","1"
"Procure20250718","PPJP202506030227","20250725","A3062N11","100","0001JP20250702008366","1","1"
"Procure20250718","PPJP202506040038-002","20250718","A1780512","2","0001JP20250702008361","1","1"
"Procure20250718","PPJP202503250213","20250725","A1379N11","300","0001JP20250702008366","1","1"
"Procure20250718","PPJP202505060346","20250718","A81H6N11","240","0001JP20250702008366","1","1"
"Procure20250718","PPJP202504300017","20250718","A1782111-85","20","0001JP20250702008361","1","1"
"Procure20250718","PPJP202505060314","20250723","B2348N21","6000","0001JP20250702008366","1","1"
"Procure20250718","PPJP202505130587-003","20250725","A3062N11","100","0001JP20250702008366","1","1"
"Procure20250718","PPJP202505130587","20250725","A3062N11","100","0001JP20250702008366","1","1"
"Procure20250718","PPJP202504220290","20250722","A3105016","32","0001JP20250702008366","1","1"
"Procure20250718","PPJP202504010356-001","20250718","D4112511","80","0001JP20250702008366","1","1"
"Procure20250718","PPJP202503250233","20250718","D4112511","16","0001JP20250702008366","1","1"
"Procure20250718","PPJP202501070142-002","20250725","D4112521","255","0001JP20250702008366","1","1"
"Procure20250718","PPJP202501070142-002","20250725","D4112521","1","0001JP20250702008366","1","2"
"Procure20250718","PPJP202501140054-001","20250725","D4112521","112","0001JP20250702008366","1","1"
"Procure20250718","PPJP202503040116","20250728","A91C8N21","779","0001JP20250702008366","1","1"
"Procure20250718","PPJP202503040116","20250728","A91C8N21","1","0001JP20250702008366","1","2"
"Procure20250718","PPJP202505060392-001","20250718","A1645N21","63","0001JP20250702008366","1","1"
"Procure20250718","PPJP202505060392-001","20250718","A1645N21","1","0001JP20250702008366","1","2"
"Procure20250718","PPJP202506100170-001","20250725","A1654N11","388","0001JP20250702008366","1","1"
"Procure20250718","PPJP202506100170-001","20250725","A1654N11","2","0001JP20250702008366","1","2"
"Procure20250718","PPJP202503040115-004","20250728","A91C8N11","621","0001JP20250702008366","1","1"
"Procure20250718","PPJP202503040115-004","20250728","A91C8N11","3","0001JP20250702008366","1","2"
"Procure20250718","PPJP202504270171-001","20250725","A1384NV1","80","0001JP20250702008366","1","1"
"Procure20250718","PPJP202505130516","20250725","A2147N21","598","0001JP20250702008366","1","1"
"Procure20250718","PPJP202505130516","20250725","A2147N21","2","0001JP20250702008366","1","2"
"Procure20250718","PPJP202505190026","20250723","A81950Z1","150","0001JP20250702008366","1","1"
"Procure20250718","PPJP202505130559","20250725","A1654N11","1020","0001JP20250702008366","1","1"
"Procure20250718","PPJP202505130515","20250718","A2147N11","720","0001JP20250702008366","1","1"
"Procure20250718","PPJP202505060238","20250722","A1384N11","398","0001JP20250702008366","1","1"
"Procure20250718","PPJP202505060238","20250722","A1384N11","2","0001JP20250702008366","1","2"
"Procure20250718","PPJP202503180153","20250725","A1379N11","180","0001JP20250702008366","1","1"
"Procure20250718","PPJP202505190062","20250718","A1645N21","576","0001JP20250702008366","1","1"
"Other","DL20250709000879","20250715","A8317HA1","10","K202507031","1","1"
"Other","DL20250709000882","20250715","A3388N21","19","K202507035","1","1"
"Other","DL20250709000883","20250715","T29E80W1","3","K202507033","1","1"
"Other","DL20250709000883","20250715","T29H8011","1","K202507033","1","1"
"Other","DL20250709000883","20250715","T2907031","2","K202507033","1","2"
"Other","DL20250709000884","20250715","T29J5011","3","K202507033","1","1"
"Other","DL20250709000884","20250715","T29E80W1","2","K202507033","1","1"
"Other","DL20250709000884","20250715","T29A7091","5","K202507033","1","1"
"Other","DL20250709000884","20250715","T2907031","1","K202507033","1","1"
"Other","DL20250709000884","20250715","A8895021","30","K202507033","1","1"
"Other","DL20250709000880","20250715","T2905031","3","K202507033","1","1"
"Other","DL20250709000880","20250715","T29H7011","1","K202507033","1","1"
"Other","DL20250709000881","20250715","A3388N21","20","K202507035","1","1"
"MISC_ORDER_IN20250710","JPO-00000189","20250710","SF-214","9600","JU2025","1","7"
"MISC_ORDER_IN20250711","JPO-00000190","20250714","99018000438","80","JU2025","1","7"
"MISC_ORDER_IN20250711","JPO-00000190","20250714","99018000427","250","JU2025","1","7"
"MISC_ORDER_IN20250711","JPO-00000190","20250714","99018000439","80","JU2025","1","7"
"MISC_ORDER_IN20250711","JPO-00000190","20250714","99018000093","60","JU2025","1","7"
"MISC_ORDER_IN20250711","JPO-00000190","20250714","99018000434","100","JU2025","1","7"
"MISC_ORDER_IN20250711","JPO-00000190","20250714","99018000435","100","JU2025","1","7"
"MISC_ORDER_IN20250711","JPO-00000190","20250714","99018000436","100","JU2025","1","7"
"MISC_ORDER_IN20250711","JPO-00000190","20250714","99018000205","60","JU2025","1","7"
"MISC_ORDER_IN20250711","JPO-00000190","20250714","99018000437","100","JU2025","1","7"
"MISC_ORDER_IN20250711","JPO-00000190","20250714","99018000433","100","JU2025","1","7"
"SO_IN","RMA52620250710475439","20250715","A81F5N11","1","RTN202507","1","2"
"SO_IN","RMA52620250710475456","20250715","A3133N11","1","RTN202507","1","2"
"SO_IN","RMA50001420250710475469","20250715","A1249N21","1","RTN202507","1","2"
"SO_IN","RMA50001420250710475469","20250715","A1645N11","2","RTN202507","1","2"
"SO_IN","RMA52620250710475511","20250715","T2273514","2","RTN202507","1","1"
"SO_IN","RMA52620250710475510","20250715","A2698N51","1","RTN202507","1","2"
"SO_IN","RMA52620250710475510","20250715","T2273514","1","RTN202507","1","2"
"SO_IN","RMA52620250710475510","20250715","A2674N11","6","RTN202507","1","2"
"SO_IN","RMA52620250710475510","20250715","A8553N11-72","2","RTN202507","1","2"
"SO_IN","RMA52620250710475510","20250715","A86630Q1","1","RTN202507","1","2"
"Procure20250717","PPJP202503250202","20250714","A86620V1","150","0006JP20250709014399","1","1"
"Procure20250717","PPJP202506100223","20250714","A8355021","80","0006JP20250709014399","1","1"
"Procure20250717","PPJP202504270167-001","20250714","A3959N21","1998","0006JP20250709014399","1","1"
"Procure20250717","PPJP202504270167-001","20250714","A3959N21","2","0006JP20250709014399","1","2"
"Other","DL20250703000007","20250717","T2945011","35","0004JP20250704000478","1","1"
"Other","DL20250703000007","20250717","T2945011","5","0004JP20250704000478","1","2"
"Procure20250717","PPJP202501150041","20250717","A1680N21","1990","0001JP20250709014418","1","1"
"Procure20250717","PPJP202501150041","20250717","A1680N21","10","0001JP20250709014418","1","2"
"Procure20250717","PPJP202501150042","20250716","A1680N31","517","0001JP20250709014418","1","1"
